id_no,client_zip_codes,organization,org_address1,org_address2,org_city,org_state,org_zip_code,org_telephone,org_coordinates,org_hours,hours_notes,assist_id,assistance,status_id,status,status_date,status_text,requirements,is_first_bold,is_first_red,webpage,googlemaps,org_email,org_county,zip_neighborhoods,org_parent,org_neighborhood
633,"[""99999""]",New Hope Housing Avenue C,7520 Avenue C,,Houston,TX,77012,713-222-0290,"29.7335692626263, -95.2913562626263","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"Available in 2026.
This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.  For Seniors (55+)
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/7520+Avenue+C,+Houston,+TX+77012/@29.7336117,-95.2938043,17z/data=!4m5!3m4!1s0x8640bc35bc8dffad:0x4a3730ad9e7b0f63!8m2!3d29.7336072!4d-95.2912294?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Greater East End, Harrisburg, Magnolia Park",New Hope Housing,Magnolia Park
634,"[""99999""]",New Hope Housing Avenue J,5220 Avenue J,,Houston,TX,77011,346-502-5220,"29.7489816122449, -95.3208546326531","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/Avenue+J/@29.748855,-95.3396514,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bf8dfe8b37c7:0x16c4fdb6d43f08f2!8m2!3d29.748855!4d-95.320597!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARFhcGFydG1lbnRfY29tcGxleKoBZwoNL2cvMTFiN2M5dzVoZhABKhQiEG5ldyBob3BlIGhvdXNpbmcoADIfEAEiGzMcBMeE4n0NfOxOpaMfsrWy27xUxVjvM78YSjIdEAIiGW5ldyBob3BlIGhvdXNpbmcgYXZlbnVlIGrgAQA!16s%2Fg%2F11swvjlcm_?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Eastwood, Magnolia Park, Second Ward, South Central Houston",New Hope Housing,South Central Houston
635,"[""99999""]",New Hope Housing Berry,8855 McGallion Road,,Houston,TX,77022,346-787-8623,"29.8403340469027, -95.3683265864661","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.
A Bezos Academy preschool for children between 3 to 5 years old is planned for this location.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/NHH+Berry+Apartments/@29.8403468,-95.3735682,16z/data=!4m15!1m8!3m7!1s0x8640b99aed520dd7:0xaead79675e30ebfe!2s8855+McGallion+Rd,+Houston,+TX+77022!3b1!8m2!3d29.8403422!4d-95.3686973!16s%2Fg%2F11vjxng5l9!3m5!1s0x8640b9b119524a33:0x43c501675b5ca753!8m2!3d29.8403422!4d-95.3686973!16s%2Fg%2F11y96249m7?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Independence Heights, Northline, Northside / Northline",New Hope Housing,Northside / Northline
636,"[""99999""]",New Hope Housing Brays Crossing,6311 Gulf Freeway,,Houston,TX,77023,713-777-6311,"29.7116435108878, -95.3108339189034","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Brays+Crossing/@29.7106381,-95.3262834,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bddedc2493c9:0xdddf06fcb83ce46c!8m2!3d29.7106381!4d-95.307229!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARpsb3dfaW5jb21lX2hvdXNpbmdfcHJvZ3JhbaoBZwoNL2cvMTFiN2M5dzVoZhABKhQiEG5ldyBob3BlIGhvdXNpbmcoADIfEAEiGzMcBMeE4n0NfOxOpaMfsrWy27xUxVjvM78YSjIdEAIiGW5ldyBob3BlIGhvdXNpbmcgYXZlbnVlIGrgAQA!16s%2Fg%2F1tf48jn5?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Eastwood, Gulfgate Riverview / Pine Valley, Idylwood, Lawndale / Wayside, Magnolia Park, South Central Houston",New Hope Housing,Gulfgate Riverview / Pine Valley
637,"[""99999""]",New Hope Housing Canal,2821 Canal Street,,Houston,TX,77003,713-224-2821,"29.75571675, -95.3419819620354","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Canal/@29.7554601,-95.3610743,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bedcae2446cb:0xcf1d41649ebdb169!8m2!3d29.7554601!4d-95.3420199!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARNob3VzaW5nX2RldmVsb3BtZW50qgFnCg0vZy8xMWI3Yzl3NWhmEAEqFCIQbmV3IGhvcGUgaG91c2luZygAMh8QASIbMxwEx4TifQ187E6lox-ytbLbvFTFWO8zvxhKMh0QAiIZbmV3IGhvcGUgaG91c2luZyBhdmVudWUgauABAA!16s%2Fg%2F1v46_r31?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"East Downtown, Downtown Houston, Second Ward, South Central Houston, South Side",New Hope Housing,South Central Houston
638,"[""99999""]",New Hope Housing Congress,1414 Congress Street,,Houston,TX,77002,713-224-1414,"29.7599841428571, -95.3571202857143","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Congress/@29.7598105,-95.3759714,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bf26773131ad:0xacdc10793b2ea637!8m2!3d29.7598105!4d-95.356917!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARJhcGFydG1lbnRfYnVpbGRpbmeqAWcKDS9nLzExYjdjOXc1aGYQASoUIhBuZXcgaG9wZSBob3VzaW5nKAAyHxABIhszHATHhOJ9DXzsTqWjH7K1stu8VMVY7zO_GEoyHRACIhluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBq4AEA!16s%2Fg%2F1tflgm4j?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Central Business District, Downtown Houston, East Downtown, South Central Houston, Theater District, University Place, Warehouse District",New Hope Housing,Downtown Houston
639,"[""99999""]",New Hope Housing Dale Carnegie,6015 Dale Carnegie Lane,,Houston,TX,77036,713-258-7025,"29.7142975440654, -95.5068509317796","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Dale+Carnegie/@29.7155753,-95.5255177,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640c391c38a2c03:0x73da9740e56572d1!8m2!3d29.7155753!4d-95.5064633!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSAQ9ob3VzaW5nX2NvbXBsZXiqAWcKDS9nLzExYjdjOXc1aGYQASoUIhBuZXcgaG9wZSBob3VzaW5nKAAyHxABIhszHATHhOJ9DXzsTqWjH7K1stu8VMVY7zO_GEoyHRACIhluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBq4AEA!16s%2Fg%2F11p9mxy9j8?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Chinatown, Sharpstown, Westside",New Hope Housing,Sharpstown
640,"[""99999""]",New Hope Housing Ennis,1887 Ennis Street,,Houston,TX,77003,713-222-0290,"29.7399327838599, -95.3530217604263","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"Available in 2026.
This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.  For Seniors (55+)
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+-+Ennis/@29.739865,-95.3767614,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bf00533f2509:0xf59868b3a5612ccc!8m2!3d29.7398685!4d-95.3531917!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARpsb3dfaW5jb21lX2hvdXNpbmdfcHJvZ3JhbaoBZwoNL2cvMTFiN2M5dzVoZhABKhQiEG5ldyBob3BlIGhvdXNpbmcoADIfEAEiGzMcBMeE4n0NfOxOpaMfsrWy27xUxVjvM78YSjIdEAIiGW5ldyBob3BlIGhvdXNpbmcgYXZlbnVlIGrgAQA!16s%2Fg%2F11vz540q7l?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"East Downtown, Downtown Houston, Second Ward, South Central Houston, South Side",New Hope Housing,East Downtown
641,"[""99999""]",New Hope Housing Gray,2604 Gray Street,,Houston,TX,77003,346-816+2604,"29.7402750174058, -95.3576583075059","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.  For Seniors (55+)
There is no central intake.  You must apply in person at the property you are interested in renting.
A Bezos Academy preschool for children between 3 to 5 years old is planned for this location.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing/@29.739865,-95.3767614,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bf1b5c312da7:0xf6fac1d77da403a0!8m2!3d29.739865!4d-95.357707!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGqAWcKDS9nLzExYjdjOXc1aGYQASoUIhBuZXcgaG9wZSBob3VzaW5nKAAyHxABIhszHATHhOJ9DXzsTqWjH7K1stu8VMVY7zO_GEoyHRACIhluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBq4AEA!16s%2Fg%2F11xcn6qfy0?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"East Downtown, Downtown Houston, Second Ward, South Central Houston, South Side",New Hope Housing,South Side
642,"[""99999""]",New Hope Housing Harrisburg,3315 Harrisburg Blvd,,Houston,TX,77003,713-223-3315,"29.7487751428571, -95.3419574285714","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing,+Inc./@29.7488888,-95.3463625,16z/data=!3m1!4b1!4m6!3m5!1s0x8640bf94a729fea7:0xdd4120c22f542cac!8m2!3d29.7488842!4d-95.3414916!16s%2Fg%2F11g2r89vjv?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"East Downtown, Downtown Houston, Second Ward, South Central Houston, South Side",New Hope Housing,South Central Houston
643,"[""99999""]",New Hope Housing Perry,4415 Perry Street,,Houston,TX,77021,713-522-4415,"29.6963481428571, -95.3522355714286","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Perry/@29.6966019,-95.3708283,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640bec322192db9:0x14f077d5b67f3deb!8m2!3d29.6966019!4d-95.3517739!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARNob3VzaW5nX2RldmVsb3BtZW50qgFnCg0vZy8xMWI3Yzl3NWhmEAEqFCIQbmV3IGhvcGUgaG91c2luZygAMh8QASIbMxwEx4TifQ187E6lox-ytbLbvFTFWO8zvxhKMh0QAiIZbmV3IGhvcGUgaG91c2luZyBhdmVudWUgauABAA!16s%2Fg%2F1264d89w9?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"MacGregor, Riverside Terrace, South Side",New Hope Housing,South Side
644,"[""99999""]",New Hope Housing Reed,2605 Reed Road,,Houston,TX,77051,713-733-2605,"29.65926220736464, -95.39020097122284","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Reed/@29.659254,-95.4092445,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640954a5fbe0387:0xbdf27f08427efa04!8m2!3d29.659254!4d-95.3901901!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARpsb3dfaW5jb21lX2hvdXNpbmdfcHJvZ3JhbaoBZwoNL2cvMTFiN2M5dzVoZhABKhQiEG5ldyBob3BlIGhvdXNpbmcoADIfEAEiGzMcBMeE4n0NfOxOpaMfsrWy27xUxVjvM78YSjIdEAIiGW5ldyBob3BlIGhvdXNpbmcgYXZlbnVlIGrgAQA!16s%2Fg%2F11f5hm6zp8?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Central Southwest, South Park, South Side, Sunnyside",New Hope Housing,Central Southwest
645,"[""99999""]",New Hope Housing Rittenhouse,577 W Rittenhouse Road,,Houston,TX,77091,346-502-5220,"29.8641184605605, -95.4089888445774","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Rittenhouse/@29.863851,-95.4275565,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640c809faee24fb:0x37f95bfe352245b9!8m2!3d29.863851!4d-95.4085021!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSAQ9ob3VzaW5nX2NvbXBsZXiqAWcKDS9nLzExYjdjOXc1aGYQASoUIhBuZXcgaG9wZSBob3VzaW5nKAAyHxABIhszHATHhOJ9DXzsTqWjH7K1stu8VMVY7zO_GEoyHRACIhluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBq4AEA!16s%2Fg%2F11bxd7v90b?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Acres Home, Garden Oaks North, Northside / Northline",New Hope Housing,Northside / Northline
646,"[""99999""]",New Hope Housing Sakowitz,2424 Sakowitz Street,,Houston,TX,77020,346-502-5220,"29.7831465510204, -95.3134","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/New+Hope+Housing+Sakowitz/@29.7830314,-95.3321486,15z/data=!4m10!1m2!2m1!1snew+hope+housing+avenue+j!3m6!1s0x8640b956fab7f5d1:0x79de931a7438e00d!8m2!3d29.7830314!4d-95.3130942!15sChluZXcgaG9wZSBob3VzaW5nIGF2ZW51ZSBqIgOIAQGSARpsb3dfaW5jb21lX2hvdXNpbmdfcHJvZ3JhbaoBZwoNL2cvMTFiN2M5dzVoZhABKhQiEG5ldyBob3BlIGhvdXNpbmcoADIfEAEiGzMcBMeE4n0NfOxOpaMfsrWy27xUxVjvM78YSjIdEAIiGW5ldyBob3BlIGhvdXNpbmcgYXZlbnVlIGrgAQA!16s%2Fg%2F1wl4qz_3?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Denver Harbor / Port Houston, Fifth Ward, Northside",New Hope Housing,Northside
647,"[""99999""]",New Hope Housing Savoy,6315 Savoy Drive,,Houston,TX,77036,832-615-6315,"29.7153505436941, -95.504962452189","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,24,Housing,1,ACTIVE,05/16/2025,Verified online,"This is one of several properties owned by New Hope which, with support from the city of Houston and Harris Country, provides apartments at below market rates.
Must meet income eligibility requirements and pass a criminal background check.
There is no central intake.  You must apply in person at the property you are interested in renting.",FALSE,FALSE,https://newhopehousing.com/,"https://www.google.com/maps/place/Savoy/@29.7159035,-95.5059678,17z/data=!4m15!1m8!3m7!1s0x8640c317a2e6851d:0x4dd1bda02663375a!2s6315+Savoy+Dr,+Houston,+TX+77036!3b1!8m2!3d29.715899!4d-95.5036718!16s%2Fg%2F11v0y9ndr2!3m5!1s0x8640c3b47e908e23:0x389d9d096549425c!8m2!3d29.7155309!4d-95.5041055!16s%2Fg%2F11vf5l24hs?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Chinatown, Sharpstown, Westside",New Hope Housing,Sharpstown
648,"[""99999""]",New Life,11439 Spring Cypress Road,Building C,Tomball,TX,77377,281-955-1001,"30.0128989249442, -95.5954538345903","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":null,""close"":null}]}",,65,Other,1,ACTIVE,04/14/2025,SVdP Church Help for Moms Ministry,Non-profit adoption agency,FALSE,FALSE,https://newlifeadopt.com/,"https://www.google.com/maps/place/11439+Spring+Cypress+Rd,+Tomball,+TX+77377/@30.0122229,-95.6003604,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d2e6ba648b6b:0x8ada0ab5865303ea!8m2!3d30.0122229!4d-95.5977855!16s%2Fg%2F11f54v0m64?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Tomball, Willowcreek",New Life,Tomball
649,"[""99999""]",Nora's Home,8300 El Rio Street,,Houston,TX,77054,832-831-3720,"29.68400232138505, -95.39016570616874","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr"",""Sa"",""Su""],""open"":""00:00"",""close"":""23:59""}]}",New guests complete online request form.,37,Medical - Housing,1,ACTIVE,01/14/2026,Verified online,"Medical housing for solid organ transplant and organ failure patients and their families traveling to the Texas Medical Center for treatment.
Stays are limited to 30 days but can be extended to a maximum of 90 days on a case by case basis.
Medical housing.",FALSE,FALSE,https://norashome.org/admission-criteria,"https://www.google.com/maps/place/Nora's+Home/@29.6832195,-95.3925905,16z/data=!3m1!4b1!4m6!3m5!1s0x8640bffef25ba781:0x51ccf9907672a725!8m2!3d29.6832195!4d-95.3900102!16s%2Fg%2F11b6dkfk60?entry=ttu&g_ep=EgoyMDI2MDExMS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"Astrodome Area, Medical Center South, NRG Park area, South Main",Nora's Home,Astrodome Area
650,"[""77013"", ""77015"", ""77029"", ""77044"", ""77049"", ""77078"", ""77530""]",North Channel Assistance Ministries,13837 Bonham Street,,Houston,TX,77015,713-497-5610,"29.776231, -95.178367","{""regular"":[{""days"":[""Tu"",""We"",""Th""],""open"":""08:00"",""close"":""14:00""}]}",,13,Food,1,ACTIVE,,,By appointment only.,FALSE,FALSE,,https://maps.google.com/?q=North%20Channel%20Assistance%20Ministries%2013837%20Bonham%20Dt%20Houston%20TX%2077015,,Harris,"Cloverleaf, Northeast Houston, Northshore",North Channel Assistance Ministries,Northeast Houston
651,"[""77002"", ""77003"", ""77004"", ""77005"", ""77006"", ""77007"", ""77008"", ""77009"", ""77010"", ""77011"", ""77012"", ""77013"", ""77014"", ""77015"", ""77016"", ""77017"", ""77018"", ""77019"", ""77020"", ""77021"", ""77022"", ""77023"", ""77024"", ""77025"", ""77026"", ""77027"", ""77028"", ""77029"", ""77030"", ""77031"", ""77032"", ""77033"", ""77034"", ""77035"", ""77036"", ""77037"", ""77038"", ""77039"", ""77040"", ""77041"", ""77042"", ""77043"", ""77044"", ""77045"", ""77046"", ""77047"", ""77048"", ""77049"", ""77050"", ""77051"", ""77053"", ""77054"", ""77055"", ""77056"", ""77057"", ""77058"", ""77059"", ""77060"", ""77061"", ""77062"", ""77063"", ""77064"", ""77065"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77071"", ""77072"", ""77073"", ""77074"", ""77075"", ""77076"", ""77077"", ""77078"", ""77079"", ""77080"", ""77081"", ""77082"", ""77083"", ""77084"", ""77085"", ""77086"", ""77087"", ""77088"", ""77089"", ""77090"", ""77091"", ""77092"", ""77093"", ""77094"", ""77095"", ""77096"", ""77098"", ""77099"", ""77242"", ""77257"", ""77277"", ""77279""]",Northeast Multi-Service Center,9720 Spaulding Street,,Houston,TX,77016,832-393-5427,"29.84962064397578, -95.30472102508149","{""regular"":[{""days"":[""Mo""],""open"":""09:00"",""close"":""18:00""},{""days"":[""We"",""Th""],""open"":""08:00"",""close"":""17:00""}],""special"":[{""pattern"":""3rd Sa"",""open"":""08:00"",""close"":""12:00""}]}",,44,Mother & Child,1,ACTIVE,02/04/2026,Verified online,"Women, Infants and Children (WIC)
Supplemental nutrition program providing health care referrals, nutrition education and nutritious foods to pregnant, breastfeeding and postpartum women and children under five who have nutrition health-related problems.",FALSE,FALSE,https://www.houstonhealth.org/services/multi-service-centers/northeast-multi-service-center,"https://www.google.com/maps/place/Houston+Health+Department+Northeast+Multi-Service+Center/@29.8494671,-95.3072852,17z/data=!3m1!4b1!4m6!3m5!1s0x8640ba1bec1d4d1d:0x916c1316cb5b15ba!8m2!3d29.8494625!4d-95.3047103!16s%2Fg%2F11bw5t6nzd?entry=ttu&g_ep=EgoyMDI2MDIwMS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"East Little York, Trinity Gardens",City of Houston,East Little York
652,"[""77002"", ""77003"", ""77004"", ""77005"", ""77006"", ""77007"", ""77008"", ""77009"", ""77010"", ""77011"", ""77012"", ""77013"", ""77014"", ""77015"", ""77016"", ""77017"", ""77018"", ""77019"", ""77020"", ""77021"", ""77022"", ""77023"", ""77024"", ""77025"", ""77026"", ""77027"", ""77028"", ""77029"", ""77030"", ""77031"", ""77032"", ""77033"", ""77034"", ""77035"", ""77036"", ""77037"", ""77038"", ""77039"", ""77040"", ""77041"", ""77042"", ""77043"", ""77044"", ""77045"", ""77046"", ""77047"", ""77048"", ""77049"", ""77050"", ""77051"", ""77053"", ""77054"", ""77055"", ""77056"", ""77057"", ""77058"", ""77059"", ""77060"", ""77061"", ""77062"", ""77063"", ""77064"", ""77065"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77071"", ""77072"", ""77073"", ""77074"", ""77075"", ""77076"", ""77077"", ""77078"", ""77079"", ""77080"", ""77081"", ""77082"", ""77083"", ""77084"", ""77085"", ""77086"", ""77087"", ""77088"", ""77089"", ""77090"", ""77091"", ""77092"", ""77093"", ""77094"", ""77095"", ""77096"", ""77098"", ""77099"", ""77242"", ""77257"", ""77277"", ""77279""]",Northeast Multi-Service Center,9720 Spaulding Street,,Houston,TX,77016,832-395-0475,"29.84962064397578, -95.30472102508149","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""15:00""}]}",,61,Seniors,1,ACTIVE,02/04/2026,Verified online,"Meals
Onsite for seniors older than 60 years.  
Includes social services, exercises, nutrition, education and other programming.",FALSE,FALSE,https://www.houstonhealth.org/services/multi-service-centers/northeast-multi-service-center,"https://www.google.com/maps/place/Houston+Health+Department+Northeast+Multi-Service+Center/@29.8494671,-95.3072852,17z/data=!3m1!4b1!4m6!3m5!1s0x8640ba1bec1d4d1d:0x916c1316cb5b15ba!8m2!3d29.8494625!4d-95.3047103!16s%2Fg%2F11bw5t6nzd?entry=ttu&g_ep=EgoyMDI2MDIwMS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"East Little York, Trinity Gardens",City of Houston,East Little York
